CompensationRequestFieldId,CompensationRequestId,FieldName,FieldValue,CompensationRequestFieldStateId,CreatedAt
563,113,UserId,48,3,2025-10-02
564,113,ExceptionType,ArgumentException,3,2025-10-02
565,113,CorrelationId,564012-113,3,2025-10-02
566,114,Feature,CreateUserCommandHandler,3,2024-07-08
567,114,SucursalId,556,3,2024-07-08
568,114,UserId,37,3,2024-07-08
569,114,ExceptionType,InvalidOperationException,3,2024-07-08
570,114,CorrelationId,833968-114,3,2024-07-08
571,115,Feature,UpdateSucursalCommandHandler,3,2024-05-06
572,115,SucursalId,167,3,2024-05-06
573,115,UserId,59,3,2024-05-06
574,115,ExceptionType,DbUpdateException,3,2024-05-06
575,115,CorrelationId,730775-115,3,2024-05-06
576,116,Feature,EmailService.SendAsync,3,2025-02-26
577,116,SucursalId,754,3,2025-02-26
578,116,UserId,89,3,2025-02-26
579,116,ExceptionType,ArgumentException,3,2025-02-26
580,116,CorrelationId,786651-116,3,2025-02-26
581,117,Feature,UpdateSucursalCommandHandler,3,2026-06-30
582,117,SucursalId,65,3,2026-06-30
583,117,UserId,16,3,2026-06-30
584,117,ExceptionType,SmtpException,3,2026-06-30
585,117,CorrelationId,460944-117,3,2026-06-30
586,118,Feature,EmailService.SendAsync,3,2026-01-20
587,118,SucursalId,13,3,2026-01-20
588,118,UserId,115,3,2026-01-20
589,118,ExceptionType,ArgumentException,3,2026-01-20
590,118,CorrelationId,433864-118,3,2026-01-20
591,119,Feature,BulkCreateSucursalesCommandHandler,3,2025-08-25
592,119,SucursalId,462,3,2025-08-25
593,119,UserId,82,3,2025-08-25
594,119,ExceptionType,SmtpException,3,2025-08-25
595,119,CorrelationId,488438-119,3,2025-08-25
596,120,Feature,CreateUserCommandHandler,3,2025-05-26
597,120,SucursalId,44,3,2025-05-26
598,120,UserId,44,3,2025-05-26
599,120,ExceptionType,SmtpException,3,2025-05-26
600,120,CorrelationId,587529-120,3,2025-05-26
601,121,Feature,EmailService.SendAsync,3,2026-06-20
602,121,SucursalId,464,3,2026-06-20
603,121,UserId,119,3,2026-06-20
604,121,ExceptionType,InvalidOperationException,3,2026-06-20
605,121,CorrelationId,873701-121,3,2026-06-20
606,122,Feature,UpdateSucursalCommandHandler,3,2026-02-07
607,122,SucursalId,648,3,2026-02-07
608,122,UserId,98,3,2026-02-07
609,122,ExceptionType,InvalidOperationException,3,2026-02-07
610,122,CorrelationId,518820-122,3,2026-02-07
611,123,Feature,UpdateSucursalCommandHandler,3,2025-01-09
612,123,SucursalId,223,3,2025-01-09
613,123,UserId,48,3,2025-01-09
614,123,ExceptionType,ArgumentException,3,2025-01-09
615,123,CorrelationId,117185-123,3,2025-01-09
616,124,Feature,CreateUserCommandHandler,3,2025-02-04
617,124,SucursalId,402,3,2025-02-04
618,124,UserId,128,3,2025-02-04
619,124,ExceptionType,DbUpdateException,3,2025-02-04
620,124,CorrelationId,970085-124,3,2025-02-04
621,125,Feature,CompensationRequestExportQueryHandler,3,2026-05-24
622,125,SucursalId,446,3,2026-05-24
623,125,UserId,111,3,2026-05-24
624,125,ExceptionType,SmtpException,3,2026-05-24
625,125,CorrelationId,798130-125,3,2026-05-24
626,126,Feature,CreateLocalidadCommandHandler,3,2024-03-02
627,126,SucursalId,145,3,2024-03-02
628,126,UserId,75,3,2024-03-02
629,126,ExceptionType,SmtpException,3,2024-03-02
630,126,CorrelationId,942658-126,3,2024-03-02
631,127,Feature,VerifyEmailCommandHandler,3,2024-08-09
632,127,SucursalId,646,3,2024-08-09
633,127,UserId,87,3,2024-08-09
634,127,ExceptionType,SmtpException,3,2024-08-09
635,127,CorrelationId,741337-127,3,2024-08-09
636,128,Feature,CreateLocalidadCommandHandler,3,2024-05-04
637,128,SucursalId,379,3,2024-05-04
638,128,UserId,33,3,2024-05-04
639,128,ExceptionType,SmtpException,3,2024-05-04
640,128,CorrelationId,166191-128,3,2024-05-04
641,129,Feature,CreateUserCommandHandler,3,2024-01-19
642,129,SucursalId,321,3,2024-01-19
643,129,UserId,60,3,2024-01-19
644,129,ExceptionType,DbUpdateException,3,2024-01-19
645,129,CorrelationId,681955-129,3,2024-01-19
646,130,Feature,CreateUserCommandHandler,3,2024-12-14
647,130,SucursalId,648,3,2024-12-14
648,130,UserId,83,3,2024-12-14
649,130,ExceptionType,InvalidOperationException,3,2024-12-14
650,130,CorrelationId,842501-130,3,2024-12-14
651,131,Feature,CreateUserCommandHandler,3,2025-08-30
652,131,SucursalId,482,3,2025-08-30
653,131,UserId,145,3,2025-08-30
654,131,ExceptionType,DbUpdateException,3,2025-08-30
655,131,CorrelationId,635780-131,3,2025-08-30
656,132,Feature,CreateLocalidadCommandHandler,3,2026-06-20
657,132,SucursalId,503,3,2026-06-20
658,132,UserId,136,3,2026-06-20
659,132,ExceptionType,SmtpException,3,2026-06-20
660,132,CorrelationId,731871-132,3,2026-06-20
661,133,Feature,CreateUserCommandHandler,3,2026-01-15
662,133,SucursalId,373,3,2026-01-15
663,133,UserId,37,3,2026-01-15
664,133,ExceptionType,ArgumentException,3,2026-01-15
665,133,CorrelationId,596759-133,3,2026-01-15
666,134,Feature,CreateLocalidadCommandHandler,3,2024-09-09
667,134,SucursalId,150,3,2024-09-09
668,134,UserId,144,3,2024-09-09
669,134,ExceptionType,DbUpdateException,3,2024-09-09
670,134,CorrelationId,608242-134,3,2024-09-09
671,135,Feature,CreateUserCommandHandler,3,2024-11-17
672,135,SucursalId,752,3,2024-11-17
673,135,UserId,76,3,2024-11-17
674,135,ExceptionType,InvalidOperationException,3,2024-11-17
675,135,CorrelationId,648931-135,3,2024-11-17
676,136,Feature,EmailService.SendAsync,3,2026-03-29
677,136,SucursalId,306,3,2026-03-29
678,136,UserId,3,3,2026-03-29
679,136,ExceptionType,InvalidOperationException,3,2026-03-29
680,136,CorrelationId,251057-136,3,2026-03-29
681,137,Feature,EmailService.SendAsync,3,2024-10-30
682,137,SucursalId,477,3,2024-10-30
683,137,UserId,95,3,2024-10-30
684,137,ExceptionType,InvalidOperationException,3,2024-10-30
685,137,CorrelationId,568383-137,3,2024-10-30
686,138,Feature,CompensationRequestExportQueryHandler,3,2025-10-02
687,138,SucursalId,281,3,2025-10-02
688,138,UserId,28,3,2025-10-02
689,138,ExceptionType,DbUpdateException,3,2025-10-02
690,138,CorrelationId,307388-138,3,2025-10-02
691,139,Feature,UpdateSucursalCommandHandler,3,2025-12-24
692,139,SucursalId,127,3,2025-12-24
693,139,UserId,5,3,2025-12-24
694,139,ExceptionType,DbUpdateException,3,2025-12-24
695,139,CorrelationId,679417-139,3,2025-12-24
696,140,Feature,EmailService.SendAsync,3,2025-05-03
697,140,SucursalId,662,3,2025-05-03
698,140,UserId,112,3,2025-05-03
699,140,ExceptionType,SmtpException,3,2025-05-03
700,140,CorrelationId,286644-140,3,2025-05-03
701,141,Feature,VerifyEmailCommandHandler,3,2024-11-30
702,141,SucursalId,775,3,2024-11-30
703,141,UserId,145,3,2024-11-30
704,141,ExceptionType,ArgumentException,3,2024-11-30
705,141,CorrelationId,636565-141,3,2024-11-30
706,142,Feature,CompensationRequestExportQueryHandler,3,2024-02-27
707,142,SucursalId,144,3,2024-02-27
708,142,UserId,18,3,2024-02-27
709,142,ExceptionType,ArgumentException,3,2024-02-27
710,142,CorrelationId,648175-142,3,2024-02-27
711,143,Feature,CreateLocalidadCommandHandler,3,2024-06-16
712,143,SucursalId,84,3,2024-06-16
713,143,UserId,87,3,2024-06-16
714,143,ExceptionType,SmtpException,3,2024-06-16
715,143,CorrelationId,460262-143,3,2024-06-16
716,144,Feature,CreateSucursalCommandHandler,3,2026-02-07
717,144,SucursalId,712,3,2026-02-07
718,144,UserId,102,3,2026-02-07
719,144,ExceptionType,InvalidOperationException,3,2026-02-07
720,144,CorrelationId,674721-144,3,2026-02-07
721,145,Feature,UpdateSucursalCommandHandler,3,2026-04-22
722,145,SucursalId,233,3,2026-04-22
723,145,UserId,67,3,2026-04-22
724,145,ExceptionType,InvalidOperationException,3,2026-04-22
725,145,CorrelationId,159259-145,3,2026-04-22
726,146,Feature,CreateUserCommandHandler,3,2025-10-22
727,146,SucursalId,44,3,2025-10-22
728,146,UserId,11,3,2025-10-22
729,146,ExceptionType,InvalidOperationException,3,2025-10-22
730,146,CorrelationId,260044-146,3,2025-10-22
731,147,Feature,EmailService.SendAsync,3,2026-06-10
732,147,SucursalId,523,3,2026-06-10
733,147,UserId,5,3,2026-06-10
734,147,ExceptionType,DbUpdateException,3,2026-06-10
735,147,CorrelationId,616137-147,3,2026-06-10
736,148,Feature,BulkCreateSucursalesCommandHandler,3,2024-01-25
737,148,SucursalId,604,3,2024-01-25
738,148,UserId,52,3,2024-01-25
739,148,ExceptionType,InvalidOperationException,3,2024-01-25
740,148,CorrelationId,340654-148,3,2024-01-25
741,149,Feature,BulkCreateSucursalesCommandHandler,3,2025-08-19
742,149,SucursalId,169,3,2025-08-19
743,149,UserId,131,3,2025-08-19
744,149,ExceptionType,InvalidOperationException,3,2025-08-19
745,149,CorrelationId,259651-149,3,2025-08-19
746,150,Feature,VerifyEmailCommandHandler,3,2025-07-03
747,150,SucursalId,384,3,2025-07-03
748,150,UserId,143,3,2025-07-03
749,150,ExceptionType,SmtpException,3,2025-07-03
750,150,CorrelationId,267628-150,3,2025-07-03
751,151,Feature,CreateLocalidadCommandHandler,3,2026-05-04
752,151,SucursalId,267,3,2026-05-04
753,151,UserId,84,3,2026-05-04
754,151,ExceptionType,SmtpException,3,2026-05-04
755,151,CorrelationId,224956-151,3,2026-05-04
756,152,Feature,EmailService.SendAsync,3,2025-10-28
757,152,SucursalId,116,3,2025-10-28
758,152,UserId,48,3,2025-10-28
759,152,ExceptionType,SmtpException,3,2025-10-28
760,152,CorrelationId,943721-152,3,2025-10-28
761,153,Feature,CreateUserCommandHandler,3,2024-04-19
762,153,SucursalId,608,3,2024-04-19
763,153,UserId,55,3,2024-04-19
764,153,ExceptionType,DbUpdateException,3,2024-04-19
765,153,CorrelationId,586308-153,3,2024-04-19
766,154,Feature,VerifyEmailCommandHandler,3,2024-02-25
767,154,SucursalId,25,3,2024-02-25
768,154,UserId,131,3,2024-02-25
769,154,ExceptionType,ArgumentException,3,2024-02-25
770,154,CorrelationId,326936-154,3,2024-02-25
771,155,Feature,CompensationRequestExportQueryHandler,3,2026-04-29
772,155,SucursalId,469,3,2026-04-29
773,155,UserId,84,3,2026-04-29
774,155,ExceptionType,SmtpException,3,2026-04-29
775,155,CorrelationId,731046-155,3,2026-04-29
776,156,Feature,VerifyEmailCommandHandler,3,2026-02-10
777,156,SucursalId,632,3,2026-02-10
778,156,UserId,20,3,2026-02-10
779,156,ExceptionType,ArgumentException,3,2026-02-10
780,156,CorrelationId,100283-156,3,2026-02-10
781,157,Feature,CreateSucursalCommandHandler,3,2026-05-23
782,157,SucursalId,311,3,2026-05-23
783,157,UserId,1,3,2026-05-23
784,157,ExceptionType,SmtpException,3,2026-05-23
785,157,CorrelationId,499948-157,3,2026-05-23
786,158,Feature,CreateSucursalCommandHandler,3,2026-01-16
787,158,SucursalId,662,3,2026-01-16
788,158,UserId,56,3,2026-01-16
789,158,ExceptionType,SmtpException,3,2026-01-16
790,158,CorrelationId,877882-158,3,2026-01-16
791,159,Feature,CreateSucursalCommandHandler,3,2026-06-16
792,159,SucursalId,123,3,2026-06-16
793,159,UserId,9,3,2026-06-16
794,159,ExceptionType,DbUpdateException,3,2026-06-16
795,159,CorrelationId,248728-159,3,2026-06-16
796,160,Feature,CreateUserCommandHandler,3,2024-09-26
797,160,SucursalId,488,3,2024-09-26
798,160,UserId,8,3,2024-09-26
799,160,ExceptionType,ArgumentException,3,2024-09-26
800,160,CorrelationId,218055-160,3,2024-09-26
801,161,Feature,VerifyEmailCommandHandler,3,2024-03-29
802,161,SucursalId,720,3,2024-03-29
803,161,UserId,6,3,2024-03-29
804,161,ExceptionType,SmtpException,3,2024-03-29
805,161,CorrelationId,166357-161,3,2024-03-29
806,162,Feature,EmailService.SendAsync,3,2026-01-18
807,162,SucursalId,39,3,2026-01-18
808,162,UserId,8,3,2026-01-18
809,162,ExceptionType,SmtpException,3,2026-01-18
810,162,CorrelationId,970791-162,3,2026-01-18
811,163,Feature,CreateSucursalCommandHandler,3,2025-04-21
812,163,SucursalId,727,3,2025-04-21
813,163,UserId,72,3,2025-04-21
814,163,ExceptionType,SmtpException,3,2025-04-21
815,163,CorrelationId,312544-163,3,2025-04-21
816,164,Feature,CreateUserCommandHandler,3,2026-04-01
817,164,SucursalId,2,3,2026-04-01
818,164,UserId,115,3,2026-04-01
819,164,ExceptionType,ArgumentException,3,2026-04-01
820,164,CorrelationId,690570-164,3,2026-04-01
821,165,Feature,CompensationRequestExportQueryHandler,3,2026-05-05
822,165,SucursalId,294,3,2026-05-05
823,165,UserId,13,3,2026-05-05
824,165,ExceptionType,DbUpdateException,3,2026-05-05
825,165,CorrelationId,192710-165,3,2026-05-05
826,166,Feature,UpdateSucursalCommandHandler,3,2025-09-04
827,166,SucursalId,744,3,2025-09-04
828,166,UserId,96,3,2025-09-04
829,166,ExceptionType,InvalidOperationException,3,2025-09-04
830,166,CorrelationId,436290-166,3,2025-09-04
831,167,Feature,EmailService.SendAsync,3,2026-01-22
832,167,SucursalId,356,3,2026-01-22
833,167,UserId,120,3,2026-01-22
834,167,ExceptionType,InvalidOperationException,3,2026-01-22
835,167,CorrelationId,953779-167,3,2026-01-22
836,168,Feature,EmailService.SendAsync,3,2025-11-19
837,168,SucursalId,89,3,2025-11-19
838,168,UserId,111,3,2025-11-19
839,168,ExceptionType,DbUpdateException,3,2025-11-19
840,168,CorrelationId,244327-168,3,2025-11-19
841,169,Feature,CompensationRequestExportQueryHandler,3,2024-12-06
842,169,SucursalId,352,3,2024-12-06
843,169,UserId,11,3,2024-12-06
844,169,ExceptionType,InvalidOperationException,3,2024-12-06
845,169,CorrelationId,727879-169,3,2024-12-06
846,170,Feature,UpdateSucursalCommandHandler,3,2024-12-15
847,170,SucursalId,710,3,2024-12-15
848,170,UserId,53,3,2024-12-15
849,170,ExceptionType,ArgumentException,3,2024-12-15
850,170,CorrelationId,963442-170,3,2024-12-15
851,171,Feature,CreateSucursalCommandHandler,3,2025-03-05
852,171,SucursalId,5,3,2025-03-05
853,171,UserId,148,3,2025-03-05
854,171,ExceptionType,DbUpdateException,3,2025-03-05
855,171,CorrelationId,677187-171,3,2025-03-05
856,172,Feature,CreateLocalidadCommandHandler,3,2025-11-11
857,172,SucursalId,334,3,2025-11-11
858,172,UserId,30,3,2025-11-11
859,172,ExceptionType,DbUpdateException,3,2025-11-11
860,172,CorrelationId,675092-172,3,2025-11-11
861,173,Feature,CreateUserCommandHandler,3,2025-02-08
862,173,SucursalId,705,3,2025-02-08
863,173,UserId,105,3,2025-02-08
864,173,ExceptionType,InvalidOperationException,3,2025-02-08
865,173,CorrelationId,771580-173,3,2025-02-08
866,174,Feature,CreateUserCommandHandler,3,2025-10-21
867,174,SucursalId,111,3,2025-10-21
868,174,UserId,130,3,2025-10-21
869,174,ExceptionType,InvalidOperationException,3,2025-10-21
870,174,CorrelationId,175714-174,3,2025-10-21
871,175,Feature,EmailService.SendAsync,3,2025-12-12
872,175,SucursalId,555,3,2025-12-12
873,175,UserId,54,3,2025-12-12
874,175,ExceptionType,ArgumentException,3,2025-12-12
875,175,CorrelationId,954059-175,3,2025-12-12
876,176,Feature,BulkCreateSucursalesCommandHandler,3,2024-07-14
877,176,SucursalId,795,3,2024-07-14
878,176,UserId,48,3,2024-07-14
879,176,ExceptionType,ArgumentException,3,2024-07-14
880,176,CorrelationId,170277-176,3,2024-07-14
881,177,Feature,CreateLocalidadCommandHandler,3,2024-09-16
882,177,SucursalId,715,3,2024-09-16
883,177,UserId,3,3,2024-09-16
884,177,ExceptionType,DbUpdateException,3,2024-09-16
885,177,CorrelationId,459839-177,3,2024-09-16
886,178,Feature,CompensationRequestExportQueryHandler,3,2025-02-01
887,178,SucursalId,33,3,2025-02-01
888,178,UserId,126,3,2025-02-01
889,178,ExceptionType,DbUpdateException,3,2025-02-01
890,178,CorrelationId,468571-178,3,2025-02-01
891,179,Feature,EmailService.SendAsync,3,2024-02-01
892,179,SucursalId,706,3,2024-02-01
893,179,UserId,109,3,2024-02-01
894,179,ExceptionType,DbUpdateException,3,2024-02-01
895,179,CorrelationId,818115-179,3,2024-02-01
896,180,Feature,CompensationRequestExportQueryHandler,3,2025-05-17
897,180,SucursalId,259,3,2025-05-17
898,180,UserId,122,3,2025-05-17
899,180,ExceptionType,ArgumentException,3,2025-05-17
900,180,CorrelationId,186994-180,3,2025-05-17
901,181,Feature,BulkCreateSucursalesCommandHandler,3,2024-09-08
902,181,SucursalId,768,3,2024-09-08
903,181,UserId,98,3,2024-09-08
904,181,ExceptionType,InvalidOperationException,3,2024-09-08
905,181,CorrelationId,732929-181,3,2024-09-08
906,182,Feature,CompensationRequestExportQueryHandler,3,2025-04-25
907,182,SucursalId,98,3,2025-04-25
908,182,UserId,106,3,2025-04-25
909,182,ExceptionType,ArgumentException,3,2025-04-25
910,182,CorrelationId,817041-182,3,2025-04-25
911,183,Feature,CreateSucursalCommandHandler,3,2024-05-11
912,183,SucursalId,515,3,2024-05-11
913,183,UserId,18,3,2024-05-11
914,183,ExceptionType,SmtpException,3,2024-05-11
915,183,CorrelationId,388086-183,3,2024-05-11
916,184,Feature,CreateSucursalCommandHandler,3,2025-12-14
917,184,SucursalId,121,3,2025-12-14
918,184,UserId,150,3,2025-12-14
919,184,ExceptionType,SmtpException,3,2025-12-14
920,184,CorrelationId,282366-184,3,2025-12-14
921,185,Feature,VerifyEmailCommandHandler,3,2025-04-07
922,185,SucursalId,113,3,2025-04-07
923,185,UserId,110,3,2025-04-07
924,185,ExceptionType,ArgumentException,3,2025-04-07
925,185,CorrelationId,308795-185,3,2025-04-07
926,186,Feature,UpdateSucursalCommandHandler,3,2025-05-08
927,186,SucursalId,310,3,2025-05-08
928,186,UserId,12,3,2025-05-08
929,186,ExceptionType,InvalidOperationException,3,2025-05-08
930,186,CorrelationId,456589-186,3,2025-05-08
931,187,Feature,CreateUserCommandHandler,3,2026-06-05
932,187,SucursalId,104,3,2026-06-05
933,187,UserId,30,3,2026-06-05
934,187,ExceptionType,InvalidOperationException,3,2026-06-05
935,187,CorrelationId,238410-187,3,2026-06-05
936,188,Feature,CreateSucursalCommandHandler,3,2026-01-28
937,188,SucursalId,376,3,2026-01-28
938,188,UserId,128,3,2026-01-28
939,188,ExceptionType,SmtpException,3,2026-01-28
940,188,CorrelationId,121535-188,3,2026-01-28
941,189,Feature,BulkCreateSucursalesCommandHandler,3,2025-12-26
942,189,SucursalId,35,3,2025-12-26
943,189,UserId,122,3,2025-12-26
944,189,ExceptionType,SmtpException,3,2025-12-26
945,189,CorrelationId,684352-189,3,2025-12-26
946,190,Feature,VerifyEmailCommandHandler,3,2025-12-19
947,190,SucursalId,411,3,2025-12-19
948,190,UserId,122,3,2025-12-19
949,190,ExceptionType,InvalidOperationException,3,2025-12-19
950,190,CorrelationId,244207-190,3,2025-12-19
951,191,Feature,UpdateSucursalCommandHandler,3,2024-05-03
952,191,SucursalId,676,3,2024-05-03
953,191,UserId,115,3,2024-05-03
954,191,ExceptionType,DbUpdateException,3,2024-05-03
955,191,CorrelationId,684443-191,3,2024-05-03
956,192,Feature,UpdateSucursalCommandHandler,3,2024-09-26
957,192,SucursalId,574,3,2024-09-26
958,192,UserId,30,3,2024-09-26
959,192,ExceptionType,InvalidOperationException,3,2024-09-26
960,192,CorrelationId,312281-192,3,2024-09-26
961,193,Feature,EmailService.SendAsync,3,2024-05-30
962,193,SucursalId,62,3,2024-05-30
963,193,UserId,96,3,2024-05-30
964,193,ExceptionType,ArgumentException,3,2024-05-30
965,193,CorrelationId,218229-193,3,2024-05-30
966,194,Feature,CreateSucursalCommandHandler,3,2025-06-21
967,194,SucursalId,328,3,2025-06-21
968,194,UserId,36,3,2025-06-21
969,194,ExceptionType,SmtpException,3,2025-06-21
970,194,CorrelationId,940145-194,3,2025-06-21
971,195,Feature,CompensationRequestExportQueryHandler,3,2024-08-06
972,195,SucursalId,177,3,2024-08-06
973,195,UserId,26,3,2024-08-06
974,195,ExceptionType,ArgumentException,3,2024-08-06
975,195,CorrelationId,253209-195,3,2024-08-06
976,196,Feature,BulkCreateSucursalesCommandHandler,3,2025-11-14
977,196,SucursalId,75,3,2025-11-14
978,196,UserId,132,3,2025-11-14
979,196,ExceptionType,InvalidOperationException,3,2025-11-14
980,196,CorrelationId,359069-196,3,2025-11-14
981,197,Feature,CreateLocalidadCommandHandler,3,2025-10-03
982,197,SucursalId,417,3,2025-10-03
983,197,UserId,68,3,2025-10-03
984,197,ExceptionType,SmtpException,3,2025-10-03
985,197,CorrelationId,144993-197,3,2025-10-03
986,198,Feature,CreateUserCommandHandler,3,2026-06-10
987,198,SucursalId,461,3,2026-06-10
988,198,UserId,101,3,2026-06-10
989,198,ExceptionType,InvalidOperationException,3,2026-06-10
990,198,CorrelationId,884972-198,3,2026-06-10
991,199,Feature,EmailService.SendAsync,3,2024-05-10
992,199,SucursalId,614,3,2024-05-10
993,199,UserId,62,3,2024-05-10
994,199,ExceptionType,DbUpdateException,3,2024-05-10
995,199,CorrelationId,621282-199,3,2024-05-10
996,200,Feature,EmailService.SendAsync,3,2026-03-02
997,200,SucursalId,87,3,2026-03-02
998,200,UserId,144,3,2026-03-02
999,200,ExceptionType,InvalidOperationException,3,2026-03-02
1000,200,CorrelationId,910463-200,3,2026-03-02
1001,201,Feature,VerifyEmailCommandHandler,3,2025-10-18
1002,201,SucursalId,311,3,2025-10-18
1003,201,UserId,88,3,2025-10-18
1004,201,ExceptionType,DbUpdateException,3,2025-10-18
1005,201,CorrelationId,423110-201,3,2025-10-18
1006,202,Feature,EmailService.SendAsync,3,2026-05-25
1007,202,SucursalId,346,3,2026-05-25
1008,202,UserId,121,3,2026-05-25
1009,202,ExceptionType,ArgumentException,3,2026-05-25
1010,202,CorrelationId,825010-202,3,2026-05-25
1011,203,Feature,BulkCreateSucursalesCommandHandler,3,2025-05-16
1012,203,SucursalId,278,3,2025-05-16
1013,203,UserId,69,3,2025-05-16
1014,203,ExceptionType,DbUpdateException,3,2025-05-16
1015,203,CorrelationId,723309-203,3,2025-05-16
1016,204,Feature,CreateLocalidadCommandHandler,3,2025-06-09
