CompensationRequestErrorId,CompensationRequestId,ErrorId,Description,CreatedAt
2510,2510,3,DbUpdateException,2026-01-24
2511,2511,3,Email inválido,2025-08-15
2512,2512,3,Token expirado,2024-12-05
2513,2513,3,Email inválido,2025-01-05
2514,2514,2,Email inválido,2025-11-21
2515,2515,3,Token expirado,2024-05-23
2516,2516,2,Token expirado,2024-02-26
2517,2517,2,CSV export format not supported,2026-02-16
2518,2518,1,Localidad inexistente,2026-01-02
2519,2519,2,CSV export format not supported,2025-11-13
2520,2520,2,Localidad inexistente,2025-02-16
2521,2521,2,Validation failed,2024-11-14
2522,2522,3,Localidad inexistente,2026-02-27
2523,2523,1,CSV export format not supported,2024-03-25
2524,2524,2,DbUpdateException,2024-09-05
2525,2525,3,CSV export format not supported,2024-09-07
2526,2526,1,SocialNetworkId inválido,2024-08-06
2527,2527,1,Localidad inexistente,2025-02-17
2528,2528,2,Email inválido,2024-07-15
2529,2529,3,SocialNetworkId inválido,2024-09-27
2530,2530,3,Localidad inexistente,2025-01-11
2531,2531,3,Token expirado,2025-04-16
2532,2532,3,Email inválido,2026-04-12
2533,2533,1,SocialNetworkId inválido,2026-06-15
2534,2534,3,Localidad inexistente,2025-08-29
2535,2535,2,Localidad inexistente,2026-01-24
2536,2536,1,CSV export format not supported,2025-11-22
2537,2537,2,SocialNetworkId inválido,2024-09-28
2538,2538,3,DbUpdateException,2026-02-21
2539,2539,1,SMTP timeout,2026-04-26
2540,2540,1,DbUpdateException,2025-10-18
2541,2541,1,Email inválido,2026-03-29
2542,2542,3,SMTP timeout,2024-07-30
2543,2543,2,CSV export format not supported,2024-01-29
2544,2544,3,SMTP timeout,2024-08-04
2545,2545,2,Validation failed,2025-05-15
2546,2546,1,Localidad inexistente,2025-03-13
2547,2547,1,Token expirado,2024-10-31
2548,2548,3,DbUpdateException,2024-08-21
2549,2549,3,CSV export format not supported,2024-05-04
2550,2550,3,SocialNetworkId inválido,2024-12-28
2551,2551,2,CSV export format not supported,2026-05-12
2552,2552,3,DbUpdateException,2025-11-15
2553,2553,2,DbUpdateException,2024-02-28
2554,2554,2,Email inválido,2024-06-07
2555,2555,2,Token expirado,2025-02-28
2556,2556,3,DbUpdateException,2025-04-04
2557,2557,3,SMTP timeout,2026-05-20
2558,2558,1,SocialNetworkId inválido,2026-06-02
2559,2559,1,Token expirado,2025-11-13
2560,2560,1,Localidad inexistente,2025-01-21
2561,2561,1,Token expirado,2026-01-05
2562,2562,2,DbUpdateException,2026-03-09
2563,2563,3,CSV export format not supported,2025-12-16
2564,2564,3,SocialNetworkId inválido,2024-08-09
2565,2565,2,SocialNetworkId inválido,2025-01-23
2566,2566,3,Token expirado,2025-06-18
2567,2567,3,SMTP timeout,2025-05-02
2568,2568,1,Localidad inexistente,2025-07-23
2569,2569,3,SMTP timeout,2025-04-05
2570,2570,1,CSV export format not supported,2024-11-14
2571,2571,1,CSV export format not supported,2025-07-11
2572,2572,3,Token expirado,2026-06-11
2573,2573,1,SocialNetworkId inválido,2025-02-27
2574,2574,2,Email inválido,2024-04-27
2575,2575,3,SocialNetworkId inválido,2025-03-20
2576,2576,3,Localidad inexistente,2026-01-21
2577,2577,3,Token expirado,2025-10-27
2578,2578,3,Token expirado,2025-08-24
2579,2579,3,SMTP timeout,2024-09-11
2580,2580,1,Localidad inexistente,2024-04-16
2581,2581,1,Validation failed,2025-11-09
2582,2582,2,DbUpdateException,2025-11-09
2583,2583,3,Token expirado,2024-02-04
2584,2584,1,Validation failed,2024-03-18
2585,2585,2,CSV export format not supported,2024-10-23
2586,2586,1,DbUpdateException,2025-04-10
2587,2587,3,DbUpdateException,2024-09-29
2588,2588,1,Validation failed,2025-03-26
2589,2589,1,SMTP timeout,2025-02-07
2590,2590,3,SMTP timeout,2024-08-01
2591,2591,1,Token expirado,2024-03-15
2592,2592,1,SMTP timeout,2025-08-24
2593,2593,2,Token expirado,2024-01-21
2594,2594,3,Localidad inexistente,2025-10-31
2595,2595,3,Token expirado,2025-10-14
2596,2596,3,CSV export format not supported,2026-06-30
2597,2597,2,SocialNetworkId inválido,2024-02-15
2598,2598,3,CSV export format not supported,2024-02-02
2599,2599,3,Email inválido,2025-07-27
2600,2600,2,CSV export format not supported,2026-06-14
2601,2601,2,SMTP timeout,2025-01-18
2602,2602,2,Email inválido,2024-03-09
2603,2603,2,SocialNetworkId inválido,2025-03-04
2604,2604,3,SocialNetworkId inválido,2026-06-09
2605,2605,1,Localidad inexistente,2025-12-16
2606,2606,3,SocialNetworkId inválido,2024-12-25
2607,2607,2,DbUpdateException,2025-04-20
2608,2608,2,Token expirado,2024-03-27
2609,2609,3,Token expirado,2026-03-16
2610,2610,2,Localidad inexistente,2025-02-14
2611,2611,2,Validation failed,2025-11-18
2612,2612,2,SMTP timeout,2025-05-17
2613,2613,2,Localidad inexistente,2025-01-04
2614,2614,3,Email inválido,2024-02-11
2615,2615,1,Validation failed,2025-01-24
2616,2616,2,Email inválido,2026-03-30
2617,2617,1,SocialNetworkId inválido,2026-04-20
2618,2618,2,Token expirado,2024-01-22
2619,2619,1,SocialNetworkId inválido,2025-12-14
2620,2620,2,Email inválido,2025-09-15
2621,2621,3,Token expirado,2025-05-28
2622,2622,3,Validation failed,2025-11-03
2623,2623,2,Localidad inexistente,2025-06-30
2624,2624,2,Validation failed,2026-04-21
2625,2625,2,DbUpdateException,2025-12-21
2626,2626,2,Validation failed,2024-04-29
2627,2627,1,SocialNetworkId inválido,2026-04-12
2628,2628,3,Email inválido,2026-01-07
2629,2629,3,SocialNetworkId inválido,2024-05-11
2630,2630,1,DbUpdateException,2026-01-18
2631,2631,2,Email inválido,2024-02-06
2632,2632,1,SMTP timeout,2024-12-27
2633,2633,3,Email inválido,2025-11-20
2634,2634,2,SocialNetworkId inválido,2026-05-25
2635,2635,3,Localidad inexistente,2025-06-25
2636,2636,3,SMTP timeout,2026-02-02
2637,2637,1,SocialNetworkId inválido,2024-05-23
2638,2638,1,Email inválido,2024-04-08
2639,2639,2,DbUpdateException,2025-10-20
2640,2640,3,Token expirado,2025-03-30
2641,2641,2,SocialNetworkId inválido,2024-04-09
2642,2642,2,DbUpdateException,2024-08-10
2643,2643,3,DbUpdateException,2024-12-20
2644,2644,2,SMTP timeout,2024-02-21
2645,2645,2,Localidad inexistente,2025-12-22
2646,2646,3,Email inválido,2025-09-06
2647,2647,1,SMTP timeout,2025-04-18
2648,2648,1,Token expirado,2024-07-10
2649,2649,1,Email inválido,2024-10-09
2650,2650,3,SocialNetworkId inválido,2026-04-23
2651,2651,3,CSV export format not supported,2026-02-17
2652,2652,2,Localidad inexistente,2026-01-05
2653,2653,3,Email inválido,2025-05-08
2654,2654,2,Validation failed,2024-02-10
2655,2655,2,CSV export format not supported,2025-06-10
2656,2656,1,CSV export format not supported,2025-02-27
2657,2657,1,DbUpdateException,2026-04-02
2658,2658,2,Email inválido,2026-02-28
2659,2659,3,Token expirado,2025-05-21
2660,2660,3,Validation failed,2025-11-21
2661,2661,3,Email inválido,2025-10-17
2662,2662,2,DbUpdateException,2024-07-05
2663,2663,1,Token expirado,2026-06-27
2664,2664,3,CSV export format not supported,2026-01-07
2665,2665,3,Email inválido,2024-03-12
2666,2666,3,SMTP timeout,2025-07-12
2667,2667,2,DbUpdateException,2025-09-26
2668,2668,1,Validation failed,2025-10-15
2669,2669,3,Email inválido,2026-04-04
2670,2670,2,Localidad inexistente,2025-11-03
2671,2671,3,DbUpdateException,2024-11-06
2672,2672,1,SMTP timeout,2025-08-01
2673,2673,3,SMTP timeout,2025-08-16
2674,2674,1,Token expirado,2025-08-02
2675,2675,3,SMTP timeout,2025-10-09
2676,2676,3,DbUpdateException,2024-06-30
2677,2677,3,Validation failed,2024-02-17
2678,2678,3,CSV export format not supported,2025-02-09
2679,2679,3,SocialNetworkId inválido,2024-09-17
2680,2680,3,Localidad inexistente,2026-03-30
2681,2681,1,Localidad inexistente,2025-11-02
2682,2682,1,Email inválido,2025-04-25
2683,2683,1,SMTP timeout,2025-09-16
2684,2684,1,SMTP timeout,2025-05-28
2685,2685,1,Email inválido,2024-08-09
2686,2686,1,SMTP timeout,2025-07-20
2687,2687,1,Localidad inexistente,2024-07-10
2688,2688,3,Localidad inexistente,2025-10-12
2689,2689,3,SMTP timeout,2025-01-20
2690,2690,2,SocialNetworkId inválido,2024-08-11
2691,2691,3,CSV export format not supported,2025-05-19
2692,2692,2,Localidad inexistente,2024-05-16
2693,2693,1,DbUpdateException,2026-01-20
2694,2694,2,Localidad inexistente,2024-07-28
2695,2695,2,Token expirado,2024-09-28
2696,2696,3,SocialNetworkId inválido,2025-01-04
2697,2697,3,Email inválido,2025-04-23
2698,2698,2,SocialNetworkId inválido,2026-02-06
2699,2699,1,SocialNetworkId inválido,2024-05-18
2700,2700,2,SMTP timeout,2026-02-11
2701,2701,3,Email inválido,2025-05-09
2702,2702,2,Localidad inexistente,2024-07-21
2703,2703,2,SMTP timeout,2026-03-25
2704,2704,3,Validation failed,2025-04-02
2705,2705,3,Localidad inexistente,2026-01-21
2706,2706,2,Token expirado,2024-10-28
2707,2707,2,Email inválido,2024-06-16
2708,2708,3,Localidad inexistente,2026-05-17
2709,2709,1,Validation failed,2026-04-26
2710,2710,1,Localidad inexistente,2025-09-02
2711,2711,3,CSV export format not supported,2025-11-21
2712,2712,2,Validation failed,2025-11-15
2713,2713,3,Localidad inexistente,2025-11-04
2714,2714,3,SocialNetworkId inválido,2025-10-11
2715,2715,3,CSV export format not supported,2026-05-14
2716,2716,2,Validation failed,2024-03-13
2717,2717,2,Token expirado,2024-06-05
2718,2718,1,DbUpdateException,2026-06-24
2719,2719,2,Token expirado,2025-05-31
2720,2720,3,DbUpdateException,2024-12-27
2721,2721,2,CSV export format not supported,2024-08-29
2722,2722,3,SMTP timeout,2025-10-05
2723,2723,2,Validation failed,2025-05-30
2724,2724,2,Token expirado,2025-11-24
2725,2725,2,CSV export format not supported,2024-09-02
2726,2726,3,DbUpdateException,2024-12-07
2727,2727,2,DbUpdateException,2026-05-22
2728,2728,2,DbUpdateException,2026-06-17
2729,2729,3,SMTP timeout,2025-02-14
2730,2730,2,SocialNetworkId inválido,2024-02-02
2731,2731,2,DbUpdateException,2024-03-27
2732,2732,3,DbUpdateException,2025-10-18
2733,2733,2,SocialNetworkId inválido,2025-06-01
2734,2734,1,Validation failed,2025-05-17
2735,2735,1,CSV export format not supported,2024-09-16
2736,2736,1,SocialNetworkId inválido,2024-09-02
2737,2737,2,Localidad inexistente,2024-10-11
2738,2738,3,SocialNetworkId inválido,2024-11-28
2739,2739,3,SMTP timeout,2026-01-30
2740,2740,2,SocialNetworkId inválido,2025-10-09
2741,2741,2,SMTP timeout,2026-02-06
2742,2742,1,CSV export format not supported,2024-12-12
2743,2743,2,Email inválido,2024-04-20
2744,2744,1,SMTP timeout,2024-09-17
2745,2745,1,SocialNetworkId inválido,2026-05-30
2746,2746,3,SMTP timeout,2024-09-27
2747,2747,3,DbUpdateException,2025-01-24
2748,2748,2,Validation failed,2024-03-27
2749,2749,3,SocialNetworkId inválido,2025-05-15
2750,2750,3,CSV export format not supported,2025-06-15
2751,2751,3,Email inválido,2026-02-10
2752,2752,3,Validation failed,2025-05-04
2753,2753,1,DbUpdateException,2026-01-07
2754,2754,1,Email inválido,2024-10-14
2755,2755,3,Validation failed,2024-12-30
2756,2756,3,Localidad inexistente,2024-11-10
2757,2757,2,SMTP timeout,2024-02-28
2758,2758,1,SMTP timeout,2025-11-02
2759,2759,3,Token expirado,2025-05-28
2760,2760,1,Token expirado,2026-03-31
2761,2761,2,CSV export format not supported,2025-01-06
2762,2762,3,Validation failed,2024-03-18
2763,2763,2,SMTP timeout,2025-11-06
2764,2764,3,SMTP timeout,2025-12-03
2765,2765,3,SMTP timeout,2025-11-25
2766,2766,1,SocialNetworkId inválido,2024-02-08
2767,2767,3,Token expirado,2024-05-26
2768,2768,3,Validation failed,2025-12-25
2769,2769,2,SMTP timeout,2024-10-18
2770,2770,1,Validation failed,2024-01-23
2771,2771,1,Validation failed,2025-05-22
2772,2772,1,CSV export format not supported,2025-06-03
2773,2773,3,Localidad inexistente,2024-07-26
2774,2774,2,Validation failed,2024-03-29
2775,2775,1,Localidad inexistente,2025-09-11
2776,2776,2,CSV export format not supported,2025-08-17
2777,2777,3,DbUpdateException,2025-03-02
2778,2778,2,Token expirado,2026-06-25
2779,2779,1,SMTP timeout,2026-01-26
2780,2780,1,Email inválido,2024-07-29
2781,2781,1,Token expirado,2025-11-26
2782,2782,1,Localidad inexistente,2024-09-13
2783,2783,3,DbUpdateException,2024-04-18
2784,2784,2,DbUpdateException,2025-03-06
2785,2785,2,Token expirado,2024-02-25
2786,2786,1,Email inválido,2025-11-13
2787,2787,2,DbUpdateException,2025-01-18
2788,2788,3,Token expirado,2025-08-19
2789,2789,2,Localidad inexistente,2025-03-18
2790,2790,3,CSV export format not supported,2024-11-06
2791,2791,1,CSV export format not supported,2026-06-30
2792,2792,2,Email inválido,2025-12-02
2793,2793,2,Localidad inexistente,2026-01-30
2794,2794,1,Email inválido,2025-05-10
2795,2795,2,DbUpdateException,2025-11-20
2796,2796,2,Token expirado,2025-12-02
2797,2797,3,SMTP timeout,2024-10-22
2798,2798,1,Localidad inexistente,2025-05-29
2799,2799,1,Token expirado,2025-01-02
2800,2800,2,Localidad inexistente,2025-02-28
2801,2801,1,Token expirado,2024-09-13
2802,2802,2,SMTP timeout,2024-08-12
2803,2803,3,SMTP timeout,2024-06-01
2804,2804,2,CSV export format not supported,2026-01-26
2805,2805,3,Email inválido,2026-02-10
2806,2806,2,DbUpdateException,2024-02-29
2807,2807,2,Validation failed,2026-02-19
2808,2808,2,SocialNetworkId inválido,2024-05-03
2809,2809,2,Email inválido,2026-02-10
2810,2810,2,SMTP timeout,2024-12-20
2811,2811,1,CSV export format not supported,2024-12-22
2812,2812,2,Localidad inexistente,2026-02-23
2813,2813,1,SMTP timeout,2026-02-01
2814,2814,3,Email inválido,2025-03-31
2815,2815,2,Localidad inexistente,2025-02-27
2816,2816,3,Validation failed,2026-05-13
2817,2817,3,SocialNetworkId inválido,2025-10-27
2818,2818,1,Validation failed,2025-05-11
2819,2819,3,SMTP timeout,2025-10-28
2820,2820,2,Localidad inexistente,2026-05-19
2821,2821,3,Localidad inexistente,2024-02-20
2822,2822,3,Email inválido,2025-10-10
2823,2823,3,Validation failed,2026-05-15
2824,2824,3,Localidad inexistente,2026-04-12
2825,2825,1,Token expirado,2024-03-04
2826,2826,2,Email inválido,2025-07-08
2827,2827,2,CSV export format not supported,2024-03-16
2828,2828,2,CSV export format not supported,2025-02-13
2829,2829,3,Token expirado,2025-12-21
2830,2830,2,DbUpdateException,2024-05-14
2831,2831,3,SocialNetworkId inválido,2025-05-06
2832,2832,3,SocialNetworkId inválido,2025-10-02
2833,2833,1,Token expirado,2025-03-30
2834,2834,1,Localidad inexistente,2026-03-09
2835,2835,1,CSV export format not supported,2026-03-04
2836,2836,1,Email inválido,2024-01-01
2837,2837,2,Validation failed,2024-01-12
2838,2838,2,DbUpdateException,2024-01-18
2839,2839,3,Token expirado,2025-05-09
2840,2840,3,Validation failed,2026-04-04
2841,2841,2,SocialNetworkId inválido,2024-09-23
2842,2842,2,CSV export format not supported,2026-01-30
2843,2843,2,Localidad inexistente,2024-12-28
2844,2844,2,SMTP timeout,2025-08-26
2845,2845,2,Localidad inexistente,2024-02-03
2846,2846,3,Localidad inexistente,2026-05-01
2847,2847,2,DbUpdateException,2025-04-06
2848,2848,3,Localidad inexistente,2025-05-23
2849,2849,2,CSV export format not supported,2024-04-19
2850,2850,2,DbUpdateException,2024-07-24
2851,2851,2,Email inválido,2024-03-29
2852,2852,1,SocialNetworkId inválido,2024-01-15
2853,2853,2,SMTP timeout,2025-10-01
2854,2854,2,Localidad inexistente,2025-03-04
2855,2855,3,Localidad inexistente,2024-03-13
2856,2856,2,Localidad inexistente,2024-08-11
2857,2857,3,CSV export format not supported,2024-09-01
2858,2858,1,CSV export format not supported,2025-01-26
2859,2859,1,SocialNetworkId inválido,2024-11-29
2860,2860,2,CSV export format not supported,2024-12-15
2861,2861,1,CSV export format not supported,2024-02-04
2862,2862,3,Localidad inexistente,2025-05-30
2863,2863,1,DbUpdateException,2025-05-15
2864,2864,2,Validation failed,2024-12-15
2865,2865,3,Token expirado,2025-12-15
2866,2866,3,SMTP timeout,2025-03-30
2867,2867,2,SocialNetworkId inválido,2024-04-25
2868,2868,3,Token expirado,2026-03-17
2869,2869,1,Localidad inexistente,2025-03-06
2870,2870,3,Email inválido,2025-07-11
2871,2871,2,Localidad inexistente,2026-02-16
2872,2872,3,Email inválido,2024-07-26
2873,2873,1,Token expirado,2026-02-26
2874,2874,3,Email inválido,2025-06-27
2875,2875,1,SMTP timeout,2025-10-17
2876,2876,2,Validation failed,2025-06-21
2877,2877,3,CSV export format not supported,2026-01-10
2878,2878,3,Validation failed,2024-10-12
2879,2879,1,SocialNetworkId inválido,2026-03-26
2880,2880,3,SMTP timeout,2026-02-10
2881,2881,2,Token expirado,2024-04-07
2882,2882,3,SocialNetworkId inválido,2025-07-05
2883,2883,2,Email inválido,2026-06-30
2884,2884,3,DbUpdateException,2025-05-01
2885,2885,3,SMTP timeout,2025-03-29
2886,2886,1,SMTP timeout,2026-01-26
2887,2887,1,Validation failed,2024-10-26
2888,2888,3,SMTP timeout,2024-01-21
2889,2889,2,Validation failed,2026-06-15
2890,2890,1,SMTP timeout,2024-02-12
2891,2891,2,DbUpdateException,2024-07-31
2892,2892,3,Email inválido,2024-04-02
2893,2893,2,Validation failed,2025-12-07
2894,2894,2,DbUpdateException,2024-10-07
2895,2895,1,SocialNetworkId inválido,2026-05-24
2896,2896,1,Validation failed,2024-11-15
2897,2897,2,CSV export format not supported,2024-01-07
2898,2898,1,SMTP timeout,2026-04-29
2899,2899,2,Token expirado,2025-02-02
2900,2900,1,SMTP timeout,2024-12-23
2901,2901,3,CSV export format not supported,2024-09-29
2902,2902,2,Email inválido,2024-06-24
2903,2903,2,Email inválido,2025-03-31
2904,2904,2,Token expirado,2026-02-21
2905,2905,3,DbUpdateException,2025-07-30
2906,2906,2,Token expirado,2026-04-20
2907,2907,3,SocialNetworkId inválido,2024-04-23
2908,2908,3,CSV export format not supported,2024-12-08
2909,2909,1,Email inválido,2026-02-06
2910,2910,1,Validation failed,2024-02-16
2911,2911,3,CSV export format not supported,2024-10-15
2912,2912,1,Localidad inexistente,2025-08-21
2913,2913,2,Email inválido,2024-09-17
2914,2914,1,CSV export format not supported,2024-01-21
2915,2915,1,CSV export format not supported,2024-11-18
2916,2916,2,CSV export format not supported,2025-09-21
2917,2917,2,DbUpdateException,2024-04-19
2918,2918,3,Validation failed,2025-02-07
2919,2919,2,Validation failed,2024-10-27
2920,2920,3,DbUpdateException,2025-01-22
2921,2921,2,SMTP timeout,2024-01-02
2922,2922,1,SocialNetworkId inválido,2024-11-09
2923,2923,2,Token expirado,2026-03-03
2924,2924,3,SocialNetworkId inválido,2024-10-23
2925,2925,2,SocialNetworkId inválido,2025-06-19
2926,2926,1,Email inválido,2025-01-29
2927,2927,3,Localidad inexistente,2025-09-05
2928,2928,2,Email inválido,2024-07-04
2929,2929,3,CSV export format not supported,2024-09-17
2930,2930,3,DbUpdateException,2026-06-09
2931,2931,2,Token expirado,2024-03-10
2932,2932,3,DbUpdateException,2025-01-29
2933,2933,3,Localidad inexistente,2025-02-15
2934,2934,2,Validation failed,2024-04-22
2935,2935,3,CSV export format not supported,2025-12-31
2936,2936,2,SMTP timeout,2025-08-25
2937,2937,1,CSV export format not supported,2026-02-20
2938,2938,2,SMTP timeout,2024-04-23
2939,2939,1,Token expirado,2026-02-27
2940,2940,3,SocialNetworkId inválido,2026-06-19
2941,2941,1,Email inválido,2024-07-16
2942,2942,2,Localidad inexistente,2024-11-24
2943,2943,3,DbUpdateException,2025-07-14
2944,2944,2,Email inválido,2026-03-14
2945,2945,3,SMTP timeout,2024-02-11
2946,2946,3,DbUpdateException,2026-01-20
2947,2947,2,Token expirado,2025-08-25
2948,2948,2,DbUpdateException,2024-07-18
2949,2949,3,CSV export format not supported,2025-07-27
2950,2950,2,Validation failed,2026-02-01
2951,2951,3,CSV export format not supported,2026-01-01
2952,2952,3,Localidad inexistente,2024-06-10
2953,2953,2,SMTP timeout,2025-11-29
2954,2954,2,SocialNetworkId inválido,2024-06-08
2955,2955,3,SMTP timeout,2024-11-29
2956,2956,2,CSV export format not supported,2024-10-28
2957,2957,1,DbUpdateException,2026-05-18
2958,2958,2,Validation failed,2024-08-25
2959,2959,2,SMTP timeout,2024-02-25
2960,2960,3,Token expirado,2024-01-22
2961,2961,3,Email inválido,2024-08-31
2962,2962,2,Validation failed,2026-04-13
2963,2963,2,Validation failed,2026-01-23
2964,2964,3,SocialNetworkId inválido,2025-12-19
2965,2965,1,Token expirado,2025-07-21
2966,2966,3,DbUpdateException,2024-08-16
2967,2967,1,Token expirado,2024-04-22
2968,2968,1,CSV export format not supported,2025-09-29
2969,2969,3,SMTP timeout,2026-03-01
2970,2970,1,Localidad inexistente,2024-06-03
2971,2971,1,Token expirado,2024-12-20
2972,2972,2,SocialNetworkId inválido,2026-06-17
2973,2973,3,SocialNetworkId inválido,2026-06-08
2974,2974,2,Validation failed,2024-07-21
2975,2975,3,Token expirado,2024-11-23
2976,2976,2,Localidad inexistente,2026-05-17
2977,2977,1,SocialNetworkId inválido,2025-06-24
2978,2978,3,Email inválido,2026-05-10
2979,2979,2,Email inválido,2024-05-19
2980,2980,2,Token expirado,2026-05-22
2981,2981,2,Token expirado,2024-01-17
2982,2982,3,Validation failed,2025-01-20
2983,2983,1,Validation failed,2026-03-07
2984,2984,3,DbUpdateException,2026-06-30
2985,2985,1,Email inválido,2024-09-21
2986,2986,2,Token expirado,2025-04-13
2987,2987,1,Validation failed,2024-06-01
2988,2988,1,Validation failed,2026-01-02
2989,2989,2,Localidad inexistente,2024-01-24
2990,2990,2,Validation failed,2025-10-26
2991,2991,3,Localidad inexistente,2026-03-24
2992,2992,2,SMTP timeout,2025-07-19
2993,2993,3,CSV export format not supported,2026-06-06
2994,2994,3,Email inválido,2025-05-31
2995,2995,3,CSV export format not supported,2024-10-04
2996,2996,3,Validation failed,2024-06-25
2997,2997,1,Validation failed,2025-09-04
2998,2998,1,Email inválido,2024-08-29
2999,2999,3,Token expirado,2026-01-27
3000,3000,1,SocialNetworkId inválido,2026-04-21
3001,3001,2,Localidad inexistente,2024-01-28
3002,3002,2,DbUpdateException,2025-04-10
3003,3003,1,SocialNetworkId inválido,2024-03-15
3004,3004,1,Validation failed,2026-05-27
3005,3005,3,SocialNetworkId inválido,2025-10-23
3006,3006,2,Validation failed,2024-09-13
3007,3007,3,Email inválido,2025-12-29
3008,3008,1,SMTP timeout,2024-11-28
3009,3009,2,Token expirado,2025-04-06
3010,3010,2,SMTP timeout,2024-04-19
3011,3011,2,Validation failed,2024-02-05
3012,3012,3,CSV export format not supported,2026-04-10
3013,3013,2,CSV export format not supported,2025-11-10
3014,3014,2,Localidad inexistente,2025-08-26
3015,3015,3,DbUpdateException,2024-03-24
3016,3016,2,Email inválido,2025-11-11
3017,3017,2,SMTP timeout,2024-11-29
3018,3018,3,Localidad inexistente,2025-03-24
3019,3019,2,Validation failed,2024-08-06
3020,3020,3,CSV export format not supported,2024-12-27
3021,3021,1,Localidad inexistente,2026-06-04
3022,3022,3,Validation failed,2025-05-31
3023,3023,1,Validation failed,2024-11-27
3024,3024,3,SMTP timeout,2025-12-31
3025,3025,2,Validation failed,2025-11-20
3026,3026,1,Token expirado,2024-10-31
3027,3027,1,DbUpdateException,2026-01-30
3028,3028,2,CSV export format not supported,2024-08-25
3029,3029,1,CSV export format not supported,2026-01-09
3030,3030,3,SocialNetworkId inválido,2024-03-12
3031,3031,3,Localidad inexistente,2024-03-17
3032,3032,2,CSV export format not supported,2026-05-12
3033,3033,3,SocialNetworkId inválido,2026-05-14
3034,3034,3,Localidad inexistente,2025-02-03
3035,3035,2,Token expirado,2026-05-17
3036,3036,2,Localidad inexistente,2026-01-23
3037,3037,1,DbUpdateException,2024-02-26
3038,3038,1,SocialNetworkId inválido,2025-11-25
3039,3039,1,SMTP timeout,2025-02-18
3040,3040,3,SocialNetworkId inválido,2024-08-16
3041,3041,1,SocialNetworkId inválido,2024-03-04
3042,3042,2,DbUpdateException,2024-02-27
3043,3043,3,CSV export format not supported,2025-10-31
3044,3044,3,Validation failed,2025-05-09
3045,3045,2,CSV export format not supported,2024-03-03
3046,3046,1,SMTP timeout,2026-02-22
3047,3047,3,Email inválido,2024-09-10
3048,3048,1,Email inválido,2026-04-14
3049,3049,1,SocialNetworkId inválido,2025-01-03
3050,3050,3,CSV export format not supported,2026-01-09
3051,3051,1,Token expirado,2025-09-06
3052,3052,3,Email inválido,2025-05-17
3053,3053,1,Email inválido,2026-03-07
3054,3054,2,Token expirado,2025-09-19
3055,3055,3,DbUpdateException,2025-06-22
3056,3056,3,SocialNetworkId inválido,2025-04-10
3057,3057,2,Token expirado,2025-12-01
3058,3058,3,SocialNetworkId inválido,2024-12-25
3059,3059,3,CSV export format not supported,2024-01-02
3060,3060,2,Validation failed,2024-03-22
3061,3061,1,CSV export format not supported,2024-12-04
3062,3062,2,SMTP timeout,2024-07-22
3063,3063,1,DbUpdateException,2024-03-17
3064,3064,3,DbUpdateException,2024-11-16
3065,3065,2,Validation failed,2025-04-29
3066,3066,2,Validation failed,2024-12-29
3067,3067,1,CSV export format not supported,2024-04-27
3068,3068,2,CSV export format not supported,2025-09-20
3069,3069,1,DbUpdateException,2026-06-12
3070,3070,2,Token expirado,2025-03-21
3071,3071,3,SMTP timeout,2024-10-11
3072,3072,3,CSV export format not supported,2025-01-13
3073,3073,2,Localidad inexistente,2026-01-18
3074,3074,1,Validation failed,2024-10-20
3075,3075,1,DbUpdateException,2024-11-26
3076,3076,3,SMTP timeout,2026-05-30
3077,3077,2,Email inválido,2026-03-04
3078,3078,3,Validation failed,2025-04-28
3079,3079,2,Token expirado,2025-02-17
3080,3080,3,Validation failed,2025-12-19
3081,3081,3,Validation failed,2024-08-12
3082,3082,2,Token expirado,2025-08-06
3083,3083,3,CSV export format not supported,2025-10-20
3084,3084,3,SocialNetworkId inválido,2026-01-16
3085,3085,1,SMTP timeout,2024-07-05
3086,3086,2,SocialNetworkId inválido,2025-01-30
3087,3087,1,SMTP timeout,2025-04-14
3088,3088,3,Localidad inexistente,2026-06-19
3089,3089,2,Localidad inexistente,2025-05-21
3090,3090,2,Token expirado,2025-10-03
3091,3091,3,Validation failed,2024-03-25
3092,3092,2,Localidad inexistente,2024-04-19
3093,3093,3,SocialNetworkId inválido,2025-04-05
3094,3094,1,Localidad inexistente,2024-03-27
3095,3095,1,DbUpdateException,2025-06-25
3096,3096,2,Token expirado,2025-03-29
3097,3097,3,CSV export format not supported,2025-05-07
3098,3098,3,CSV export format not supported,2026-04-10
3099,3099,3,Localidad inexistente,2024-02-10
3100,3100,2,Token expirado,2025-04-03
3101,3101,2,Localidad inexistente,2025-06-23
3102,3102,3,Email inválido,2026-03-19
3103,3103,3,SocialNetworkId inválido,2025-11-18
3104,3104,1,Localidad inexistente,2025-01-26
3105,3105,3,DbUpdateException,2024-02-13
3106,3106,2,Validation failed,2025-10-03
3107,3107,3,Email inválido,2025-03-23
3108,3108,3,Token expirado,2024-10-26
3109,3109,1,SocialNetworkId inválido,2024-02-09
3110,3110,3,Validation failed,2025-10-24
3111,3111,2,Localidad inexistente,2024-02-11
3112,3112,2,Localidad inexistente,2025-10-09
3113,3113,2,Email inválido,2025-03-24
3114,3114,3,SocialNetworkId inválido,2025-05-28
3115,3115,2,SMTP timeout,2025-10-03
