CompensationRequestId,UserId,SucursalId,CompensationRequestStateId,Observations,ErrorId,ErrorMessage,ErrorDetails,CreatedAt,ClosedAt,IsOpen
160,8,488,2,CreateUserCommandHandler - incidente simulado 160,3,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-7,2024-09-26,2024-10-02,0
161,6,720,2,VerifyEmailCommandHandler - incidente simulado 161,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-8,2024-03-29,2024-04-17,0
162,8,39,2,EmailService.SendAsync - incidente simulado 162,1,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-9,2026-01-18,2026-02-03,0
163,72,727,2,CreateSucursalCommandHandler - incidente simulado 163,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2025-04-21,2025-05-01,0
164,115,2,1,CreateUserCommandHandler - incidente simulado 164,3,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-11,2026-04-01,,1
165,13,294,4,CompensationRequestExportQueryHandler - incidente simulado 165,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-12,2026-05-05,,1
166,96,744,2,UpdateSucursalCommandHandler - incidente simulado 166,3,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-13,2025-09-04,2025-09-22,0
167,120,356,2,EmailService.SendAsync - incidente simulado 167,2,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-14,2026-01-22,2026-02-01,0
168,111,89,2,EmailService.SendAsync - incidente simulado 168,2,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-15,2025-11-19,2025-12-09,0
169,11,352,4,CompensationRequestExportQueryHandler - incidente simulado 169,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-16,2024-12-06,,1
170,53,710,2,UpdateSucursalCommandHandler - incidente simulado 170,3,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-0,2024-12-15,2024-12-28,0
171,148,5,4,CreateSucursalCommandHandler - incidente simulado 171,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-1,2025-03-05,,1
172,30,334,4,CreateLocalidadCommandHandler - incidente simulado 172,3,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-2,2025-11-11,,1
173,105,705,2,CreateUserCommandHandler - incidente simulado 173,3,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-3,2025-02-08,2025-02-12,0
174,130,111,2,CreateUserCommandHandler - incidente simulado 174,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-4,2025-10-21,2025-11-06,0
175,54,555,4,EmailService.SendAsync - incidente simulado 175,1,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-5,2025-12-12,,1
176,48,795,1,BulkCreateSucursalesCommandHandler - incidente simulado 176,1,Email inválido,BulkCreateSucursalesCommandHandler: Email inválido. RunId MOCK-6,2024-07-14,,1
177,3,715,2,CreateLocalidadCommandHandler - incidente simulado 177,1,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-7,2024-09-16,2024-10-06,0
178,126,33,2,CompensationRequestExportQueryHandler - incidente simulado 178,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-8,2025-02-01,2025-02-17,0
179,109,706,2,EmailService.SendAsync - incidente simulado 179,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-9,2024-02-01,2024-02-20,0
180,122,259,4,CompensationRequestExportQueryHandler - incidente simulado 180,2,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-10,2025-05-17,,1
181,98,768,2,BulkCreateSucursalesCommandHandler - incidente simulado 181,3,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-11,2024-09-08,2024-09-19,0
182,106,98,1,CompensationRequestExportQueryHandler - incidente simulado 182,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-12,2025-04-25,,1
183,18,515,2,CreateSucursalCommandHandler - incidente simulado 183,3,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-13,2024-05-11,2024-05-17,0
184,150,121,2,CreateSucursalCommandHandler - incidente simulado 184,3,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-14,2025-12-14,2025-12-31,0
185,110,113,2,VerifyEmailCommandHandler - incidente simulado 185,1,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-15,2025-04-07,2025-04-12,0
186,12,310,2,UpdateSucursalCommandHandler - incidente simulado 186,1,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-16,2025-05-08,2025-05-14,0
187,30,104,2,CreateUserCommandHandler - incidente simulado 187,3,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-0,2026-06-05,2026-06-11,0
188,128,376,4,CreateSucursalCommandHandler - incidente simulado 188,3,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-1,2026-01-28,,1
189,122,35,2,BulkCreateSucursalesCommandHandler - incidente simulado 189,3,Validation failed,BulkCreateSucursalesCommandHandler: Validation failed. RunId MOCK-2,2025-12-26,2026-01-04,0
190,122,411,2,VerifyEmailCommandHandler - incidente simulado 190,1,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-3,2025-12-19,2026-01-05,0
191,115,676,1,UpdateSucursalCommandHandler - incidente simulado 191,1,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-4,2024-05-03,,1
192,30,574,2,UpdateSucursalCommandHandler - incidente simulado 192,3,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-5,2024-09-26,2024-09-28,0
193,96,62,2,EmailService.SendAsync - incidente simulado 193,3,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-6,2024-05-30,2024-06-16,0
194,36,328,2,CreateSucursalCommandHandler - incidente simulado 194,2,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-7,2025-06-21,2025-06-29,0
195,26,177,2,CompensationRequestExportQueryHandler - incidente simulado 195,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-8,2024-08-06,2024-08-19,0
196,132,75,1,BulkCreateSucursalesCommandHandler - incidente simulado 196,2,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-9,2025-11-14,,1
197,68,417,2,CreateLocalidadCommandHandler - incidente simulado 197,3,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-10,2025-10-03,2025-10-05,0
198,101,461,1,CreateUserCommandHandler - incidente simulado 198,2,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-11,2026-06-10,,1
199,62,614,2,EmailService.SendAsync - incidente simulado 199,3,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-12,2024-05-10,2024-05-27,0
200,144,87,1,EmailService.SendAsync - incidente simulado 200,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-13,2026-03-02,,1
201,88,311,1,VerifyEmailCommandHandler - incidente simulado 201,2,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-14,2025-10-18,,1
202,121,346,4,EmailService.SendAsync - incidente simulado 202,2,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-15,2026-05-25,,1
203,69,278,4,BulkCreateSucursalesCommandHandler - incidente simulado 203,2,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-16,2025-05-16,,1
204,145,196,2,CreateLocalidadCommandHandler - incidente simulado 204,3,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-0,2025-06-09,2025-06-21,0
205,109,686,1,VerifyEmailCommandHandler - incidente simulado 205,3,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-1,2026-04-25,,1
206,93,730,4,VerifyEmailCommandHandler - incidente simulado 206,1,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-2,2025-09-19,,1
207,64,211,2,BulkCreateSucursalesCommandHandler - incidente simulado 207,2,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-3,2026-03-28,2026-04-17,0
208,124,735,2,CreateUserCommandHandler - incidente simulado 208,2,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-4,2026-06-27,2026-07-06,0
209,97,564,1,VerifyEmailCommandHandler - incidente simulado 209,3,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-5,2024-12-15,,1
210,141,598,2,CompensationRequestExportQueryHandler - incidente simulado 210,3,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-6,2024-03-09,2024-03-18,0
211,122,448,1,CompensationRequestExportQueryHandler - incidente simulado 211,2,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-7,2024-09-29,,1
212,18,285,1,CreateSucursalCommandHandler - incidente simulado 212,1,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-8,2024-05-02,,1
213,11,677,2,EmailService.SendAsync - incidente simulado 213,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-9,2025-07-02,2025-07-21,0
214,111,247,2,VerifyEmailCommandHandler - incidente simulado 214,3,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-10,2024-04-24,2024-05-02,0
215,39,24,2,CreateLocalidadCommandHandler - incidente simulado 215,2,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-11,2025-09-10,2025-09-28,0
216,139,632,1,EmailService.SendAsync - incidente simulado 216,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-12,2024-08-13,,1
217,32,98,2,VerifyEmailCommandHandler - incidente simulado 217,3,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-13,2024-04-03,2024-04-11,0
218,72,110,2,UpdateSucursalCommandHandler - incidente simulado 218,1,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-14,2024-09-04,2024-09-05,0
219,55,238,2,EmailService.SendAsync - incidente simulado 219,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-15,2024-11-11,2024-11-15,0
220,6,555,2,EmailService.SendAsync - incidente simulado 220,1,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-16,2025-12-30,2026-01-08,0
221,6,512,2,CreateLocalidadCommandHandler - incidente simulado 221,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-0,2025-05-18,2025-06-04,0
222,44,414,2,BulkCreateSucursalesCommandHandler - incidente simulado 222,2,Validation failed,BulkCreateSucursalesCommandHandler: Validation failed. RunId MOCK-1,2025-03-28,2025-04-04,0
223,98,615,2,VerifyEmailCommandHandler - incidente simulado 223,1,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-2,2024-12-27,2025-01-12,0
224,100,586,2,CompensationRequestExportQueryHandler - incidente simulado 224,3,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-3,2025-07-30,2025-08-11,0
225,112,262,2,EmailService.SendAsync - incidente simulado 225,3,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-4,2024-01-21,2024-02-02,0
226,57,600,4,UpdateSucursalCommandHandler - incidente simulado 226,2,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-5,2025-01-10,,1
227,41,95,4,CreateUserCommandHandler - incidente simulado 227,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-6,2024-02-07,,1
228,37,447,2,UpdateSucursalCommandHandler - incidente simulado 228,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-7,2024-03-22,2024-03-31,0
229,14,587,2,CreateUserCommandHandler - incidente simulado 229,2,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-8,2025-02-23,2025-03-01,0
230,51,618,4,CreateUserCommandHandler - incidente simulado 230,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-9,2025-04-26,,1
231,119,567,1,UpdateSucursalCommandHandler - incidente simulado 231,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2026-03-02,,1
232,84,176,1,CreateUserCommandHandler - incidente simulado 232,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-11,2024-07-02,,1
233,35,172,1,CreateSucursalCommandHandler - incidente simulado 233,2,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-12,2026-04-12,,1
234,119,252,3,CreateLocalidadCommandHandler - incidente simulado 234,1,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-13,2024-06-08,2024-06-23,0
235,97,140,2,CreateSucursalCommandHandler - incidente simulado 235,1,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-14,2024-04-22,2024-04-23,0
236,135,478,3,EmailService.SendAsync - incidente simulado 236,3,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-15,2025-06-25,2025-07-12,0
237,135,418,2,EmailService.SendAsync - incidente simulado 237,3,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-16,2025-09-12,2025-09-18,0
238,30,619,1,CreateLocalidadCommandHandler - incidente simulado 238,1,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-0,2026-04-04,,1
239,5,221,2,CompensationRequestExportQueryHandler - incidente simulado 239,1,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-1,2025-01-19,2025-02-02,0
240,102,251,2,UpdateSucursalCommandHandler - incidente simulado 240,3,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-2,2026-06-04,2026-06-09,0
241,53,475,2,CompensationRequestExportQueryHandler - incidente simulado 241,2,Token expirado,CompensationRequestExportQueryHandler: Token expirado. RunId MOCK-3,2025-03-25,2025-03-30,0
242,96,55,4,BulkCreateSucursalesCommandHandler - incidente simulado 242,3,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-4,2024-09-08,,1
243,91,525,4,BulkCreateSucursalesCommandHandler - incidente simulado 243,3,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-5,2025-01-30,,1
244,80,519,4,CreateLocalidadCommandHandler - incidente simulado 244,1,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-6,2026-06-08,,1
245,7,522,1,VerifyEmailCommandHandler - incidente simulado 245,3,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-7,2024-04-13,,1
246,89,637,2,CreateLocalidadCommandHandler - incidente simulado 246,2,CSV export format not supported,CreateLocalidadCommandHandler: CSV export format not supported. RunId MOCK-8,2025-06-17,2025-06-28,0
247,111,782,3,CompensationRequestExportQueryHandler - incidente simulado 247,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-9,2024-02-22,2024-03-10,0
248,97,339,2,BulkCreateSucursalesCommandHandler - incidente simulado 248,3,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-10,2026-03-09,2026-03-24,0
249,101,226,2,EmailService.SendAsync - incidente simulado 249,1,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-11,2024-05-25,2024-05-27,0
250,39,438,4,CreateUserCommandHandler - incidente simulado 250,1,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-12,2024-01-13,,1
251,124,68,4,CreateSucursalCommandHandler - incidente simulado 251,1,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-13,2024-01-01,,1
252,88,632,4,BulkCreateSucursalesCommandHandler - incidente simulado 252,2,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-14,2024-06-18,,1
253,135,160,4,CreateLocalidadCommandHandler - incidente simulado 253,2,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-15,2025-04-25,,1
254,124,279,2,CreateSucursalCommandHandler - incidente simulado 254,1,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-16,2025-08-31,2025-09-11,0
255,28,152,4,VerifyEmailCommandHandler - incidente simulado 255,1,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-0,2026-01-11,,1
256,26,715,1,CompensationRequestExportQueryHandler - incidente simulado 256,3,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-1,2026-03-13,,1
257,63,167,1,VerifyEmailCommandHandler - incidente simulado 257,2,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2026-01-30,,1
258,104,443,2,CreateSucursalCommandHandler - incidente simulado 258,3,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-3,2024-03-08,2024-03-13,0
259,125,504,2,VerifyEmailCommandHandler - incidente simulado 259,2,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-4,2024-02-01,2024-02-14,0
260,41,613,3,UpdateSucursalCommandHandler - incidente simulado 260,2,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-5,2025-03-16,2025-03-27,0
261,139,439,1,CreateSucursalCommandHandler - incidente simulado 261,1,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-6,2024-03-25,,1
